	ID,Source,Content,Char_Len,label,clean_content
10,https://www.youtube.com/watch?v=Fc0PIW4odNQ&ab_channel=ToniMosh,hello yes sir this is what yeah this is engineer again can you hear me sir yes uh from Microsoft yes is your computer is on yes it is now what you need to do you need to look at your computer keyboard right yes on your keyboard extremely left bottom corner do you see the Ctrl key the control key yes what is this noise coming from your side like it is windy or something hold on let me clear the line just hold the line all right now what do you believe you can hear me clearly uh yes I can now,495,scam,hello yes sir yeah engineer hear sir yes uh microsoft yes computer yes need need look computer keyboard right yes keyboard extremely left bottom corner see ctrl key control key yes noise coming side like windy something hold let clear line hold line right believe hear clearly uh yes
11,https://www.youtube.com/watch?v=rDewAzjfGIU&ab_channel=ToniMosh,hi there I received a missed call from this number what is this regarding do you know uh okay can I have your name please  that's my full name you have reached the HMRC department right now and I can see here we were trying to call you yesterday right that's right you're talking to officer right now and I'm from HMRC department how are you doing today first of all I thought all my taxes were all in fine I mean I didn't know I have a problem with HMRC no we don't want to talk about the taxes,495,scam,hi received missed call number regarding know uh okay name please thats full name reached hmrc department right see trying call yesterday right thats right youre talking officer right im hmrc department today first thought tax fine mean didnt know problem hmrc dont want talk tax
12,https://www.youtube.com/watch?v=m1H4oJeJPFw&ab_channel=ToniMosh,thank you for calling PayPal customer support your approximate wait time is three minutes the next available PayPal customer care executive will answer your call shortly how are you today hello there yes sir you're talking with the PayPal how may I help you yes this is the PayPal yes sir it's the PayPalI don't know I received a message from you guys did I need to pay some money can you read the whole message to me which you received from the PayPal,452,scam,thank calling paypal customer support approximate wait time three minute next available paypal customer care executive answer call shortly today hello yes sir youre talking paypal may help yes paypal yes sir paypali dont know received message guy need pay money read whole message received paypal
13,https://www.youtube.com/watch?v=6kGGo0LTZi0&ab_channel=ToniMosh,hi dear customer this is call from amazon prime support to let you know that your request of amazon prime subscription for one year will going to proceed and you have been successfully charged of 79.99 from your account if you want to cancel and want a refund please press one to talk with our representative or simply hang up to continue thank you hi dear customer this is call from amazon prime support to let you know that your request of amazon prime subscription for one year will going to proceed and you have been successfully charged of 79.99 from your account if you want to cancel and want a refund please press one to talk with our representative or simply hang up to continue thank you thank you for getting connected with amazon prime support how may i help you uh i just got a recorded message saying that uh i got a 79 pounds um subscription for amazon but i don't remember doing that ,900,scam,hi dear customer call amazon prime support let know request amazon prime subscription one year going proceed successfully charged 7999 account want cancel want refund please press one talk representative simply hang continue thank hi dear customer call amazon prime support let know request amazon prime subscription one year going proceed successfully charged 7999 account want cancel want refund please press one talk representative simply hang continue thank thank getting connected amazon prime support may help uh got recorded message saying uh got 79 pound um subscription amazon dont remember
14,https://www.youtube.com/watch?v=q1oyAqHnSG8&ab_channel=ToniMosh,hello dear customer your internet is getting disconnected within four hours due to router malfunctioning please get in touch with technical department for a replacement router and reconnection of internet please press one to speak to your internet service provider thank you thank you for getting connected with the internet department you are speaking to how are you doing today sorry you you ,394,scam,hello dear customer internet getting disconnected within four hour due router malfunctioning please get touch technical department replacement router reconnection internet please press one speak internet service provider thank thank getting connected internet department speaking today sorry
15,https://www.youtube.com/watch?v=avJho8y5lEA&ab_channel=ToniMosh ,thank you for calling hm revenue and customs HMRC how may I help you hi may i speak with officer please sure may i have your name please let me check it for you is in a meeting right now but i will find out okay sure can i just tell you that i've reported your number so yeah your number is going to be shut down soon I've contacted your network provider your town ahmedabad in india are you located there what do you mean by ahmedabad,435,scam,thank calling hm revenue custom hmrc may help hi may speak officer please sure may name please let check meeting right find okay sure tell ive reported number yeah number going shut soon ive contacted network provider town ahmedabad india located mean ahmedabad
16,https://www.youtube.com/watch?v=695GlSKw0ow&ab_channel=ToniMosh,you reached the department of national crime agency how can i help you my name is so i mean i got a message saying that i have some problems with the my national insurance number uh when did you receive the call yesterday okay and first of all let me introduce myself my name is officer season charlie is in alpha 6581 I would like to ask you did you received any reference number,380,scam,reached department national crime agency help name mean got message saying problem national insurance number uh receive call yesterday okay first let introduce name officer season charlie alpha 6581 would like ask received reference number
17,https://www.youtube.com/watch?v=auxbettIKZY&ab_channel=ToniMosh,hello hi how can i help you today sorry i got a mised call from this number i'm not really sure what's about is it the dentist i have an appointment next week no you're calling a national debt helpline we help people for the unsecured debt for free government program well you know what i um i lost my job six months ago and um i haven't been paying my bills so is it something you can help with yes of course so what could be the total debt level that you brought properly on any rough idea like five thousand ten thousand fifteen thousand at the moment uh seven thousand seven thousand pounds right um are you,611,scam,hello hi help today sorry got mised call number im really sure whats dentist appointment next week youre calling national debt helpline help people unsecured debt free government program well know um lost job six month ago um havent paying bill something help yes course could total debt level brought properly rough idea like five thousand ten thousand fifteen thousand moment uh seven thousand seven thousand pound right um
18,https://www.youtube.com/watch?v=zE33nJqxKxU&ab_channel=ToniMosh,thank you so much for calling carphone warehouse this is how may i help you hello um yeah so i'm with three but i'm not very happy with three uh do you do contract with other um with ee for example up until the other test we are doing context with all the major networks uh vodafone o2 ee like our tesco virgin perfect okay so can i can i do a,343,scam,thank much calling carphone warehouse may help hello um yeah im three im happy three uh contract um ee example test context major network uh vodafone o2 ee like tesco virgin perfect okay
19,https://www.youtube.com/watch?v=02TlkV6u6Q4&ab_channel=ToniMosh,hi mr how are you doing today fine i'm great who is this uh this is you know you have talked to me in previous time about your ppi compensation so what what do i need to do for this ppi uh compensation you know you have to complete your uh confirmation we need your sort code account number for verification you said that call me after some time i will do that that's why we are calling you oh please help me with your sort code account number of course for depositing the compensation how much would be the compensation again your full compensation is let me check,565,scam,hi mr today fine im great uh know talked previous time ppi compensation need ppi uh compensation know complete uh confirmation need sort code account number verification said call time thats calling oh please help sort code account number course depositing compensation much would compensation full compensation let check
20,https://www.youtube.com/watch?v=lQDhlhUVWBA&ab_channel=ToniMosh,her majesty revolution customs this is officer how can i help you one of your colleagues tried to call me this morning did you say hmrc yes correct sir can i have your full name yes my name is and then my surname is two names okay  right correct,245,scam,majesty revolution custom officer help one colleague tried call morning say hmrc yes correct sir full name yes name surname two name okay right correct
21,https://www.youtube.com/watch?v=HYEGXFJUWb0&ab_channel=ToniMosh,thanks for calling how to help you hi there my name is and one of your colleagues tried to call me yesterday but I was very busy so I'm just wondering what's the call regarding so can I have a full name sir and my surname is okay alright we just tried to call you yesterday about the refund of your mis-sold PPI claim yes I've heard of it so how much would that be the full amount of which you are entitled to receive is ,421,scam,thanks calling help hi name one colleague tried call yesterday busy im wondering whats call regarding full name sir surname okay alright tried call yesterday refund missold ppi claim yes ive heard much would full amount entitled receive
22,https://www.youtube.com/watch?v=7WBFf-Fma7c&ab_channel=DanGleeballsScambaiter,please hold while we connect you to one of our agents from the fraud prevention team yes I'm from the fraud department team how can I help you today ah hi uh how's it going uh I had a transaction for the John Lewis for 345 pounds and I'll be honest we don't even shop at John Lewis uh yeah yeah I do I do okay I'm able to get your full name please sir okay nice to meet you sir and am I able to get it nice to meet you sir too thank you sir all right let's get your sort code please okay and the account number,510,scam,please hold connect one agent fraud prevention team yes im fraud department team help today ah hi uh hows going uh transaction john lewis 345 pound ill honest dont even shop john lewis uh yeah yeah okay im able get full name please sir okay nice meet sir able get nice meet sir thank sir right let get sort code please okay account number
23,https://www.youtube.com/watch?v=Dpp1sIL1m5Q&ab_channel=JimBrowning,hi this is a call from Amazon to inform you that your Amazon Prime account will be Auto renewed for 79.99 from your bank account so enjoy using Amazon Prime services or if you wish to discontinue or unsubscribe Services then speak to our Amazon service manager by pressing one,276,scam,hi call amazon inform amazon prime account auto renewed 7999 bank account enjoy using amazon prime service wish discontinue unsubscribe service speak amazon service manager pressing one
24,https://www.youtube.com/watch?v=Dpp1sIL1m5Q&ab_channel=JimBrowning, dear customer we have detected a suspicious activity on your Amazon account an unauthorized purchase of iPhone 6s 64 gigabytes has been ordered from your Amazon account to cancel your order or to connect with one of our customer support Representatives please press one,270,scam,dear customer detected suspicious activity amazon account unauthorized purchase iphone 6 64 gigabyte ordered amazon account cancel order connect one customer support representative please press one
25,https://www.youtube.com/watch?v=Dpp1sIL1m5Q&ab_channel=JimBrowning,We have found some suspicious activity in your amazon account that someone has tried to order an iphone 11 so that's why we called you do you know about that uh one minute let me confirm your phone number your phone number is okay so this is just a confirmation call and we have found that you haven't uh placed the order right yes that's correct I haven't do we have do we have any computer or laptops so that we can be able to send you an online cancellation form,465,scam,found suspicious activity amazon account someone tried order iphone 11 thats called know uh one minute let confirm phone number phone number okay confirmation call found havent uh placed order right yes thats correct havent computer laptop able send online cancellation form
26,https://www.youtube.com/watch?v=Dpp1sIL1m5Q&ab_channel=JimBrowning, hello oh a very good day to you madam this is thank you for getting connected with Amazon how can I help you well I don't think I have anything to do with Amazon well actually Madam the thing is that uh yes India we have we have received some notification uh we're checking our system that someone else is using your number and your personal details do you know who is,369,scam,hello oh good day madam thank getting connected amazon help well dont think anything amazon well actually madam thing uh yes india received notification uh checking system someone else using number personal detail know
27,https://www.youtube.com/watch?v=wvqyIr-4jBk&ab_channel=JimBrowning,hello this is virgin media we have detected some suspicious activity on your broadband line and we will disconnect your service within 24 hours to resolve this matter please press one to speak to our agent,205,scam,hello virgin medium detected suspicious activity broadband line disconnect service within 24 hour resolve matter please press one speak agent
28,https://www.youtube.com/watch?v=fi2YrkopU7g&ab_channel=SkeletonSyskey,thank you for calling HM Revenue & Customs yes I received a phone call earlier I was told to call back can I have your name who is this yes this is n which number you receive a call like your home phone number or your cell phone number can you help me out with your number yes this is my telephone number is was this the same number on which you receive a call from us,368,scam,thank calling hm revenue custom yes received phone call earlier told call back name yes n number receive call like home phone number cell phone number help number yes telephone number number receive call u
29,https://www.youtube.com/watch?v=2G7OqK20SW8&ab_channel=TradingStandards,you have to press 1 to get connected to the officer of hmrc if in case you don't press 1 and your call is not connected to us then the warrant will be issued under your name straight away and you will get arrested shortly,221,scam,press 1 get connected officer hmrc case dont press 1 call connected u warrant issued name straight away get arrested shortly
30,https://www.youtube.com/watch?v=VY7EuzYDFk8&ab_channel=JimBrowning,thank you for calling the support center how may i help you yes i seem to have a problem on my laptop because there's like an error screen which i can't get rid ofand it says to call this number something but uh okay windows warning alert,238,scam,thank calling support center may help yes seem problem laptop there like error screen cant get rid ofand say call number something uh okay window warning alert
31,https://www.youtube.com/watch?v=a_RaQZHfYvU&ab_channel=JimBrowning,hello thank you for calling support whom i helped you hello yes i've got a problem with my uh email my gmail and i'm wondering if you can help with it definitely i can help you with that problem what's the exact problem you're facing with your gmail so i've got an ipad here that i already have the in the ipad if you can help that's definitely i can help you so here i would like to know do you have a computer as well apart from this ipad i have a laptop as well yes but i i don't need the mail on it and uh you you don't use your emails on your laptop no no,560,scam,hello thank calling support helped hello yes ive got problem uh email gmail im wondering help definitely help problem whats exact problem youre facing gmail ive got ipad already ipad help thats definitely help would like know computer well apart ipad laptop well yes dont need mail uh dont use email laptop
32,https://www.youtube.com/watch?v=WXcAshytyPY&ab_channel=JimBrowning,Thank you for calling reimage support please wait for the next available agent hi thank you for calling reimage my name is how can I help you today hi yeah i think i've got a problem with my computer it was it was talking about a virus first and i downloaded re-image and it seems to have identified some things and i'm not sure what it means if you can help okay okay if i got it correctly you are saying that you have virus in your computer is that right sir well I saw a message about a virus and I was prompted to download reimage and it did a scan  and it's detected some stability issues is that something you can help with,629,scam,thank calling reimage support please wait next available agent hi thank calling reimage name help today hi yeah think ive got problem computer talking virus first downloaded reimage seems identified thing im sure mean help okay okay got correctly saying virus computer right sir well saw message virus prompted download reimage scan detected stability issue something help
33,https://www.youtube.com/watch?v=yoa3YlMeWL8&ab_channel=JimBrowning,yeah hi sir this is a call back from the Norton help desk we just received a call how may I help you today yeah um I've got an invoice here and it's I haven't ordered Norton and I don't know why I'm getting the invoice go with the go support now.com you just have to type in over there,285,scam,yeah hi sir call back norton help desk received call may help today yeah um ive got invoice havent ordered norton dont know im getting invoice go go support nowcom type
34,https://www.youtube.com/watch?v=yoa3YlMeWL8&ab_channel=JimBrowning,hi this is from amazon customer service we have seen a recent order number amz 0987 of iphone 11 pro on your account which is built on your card attached to your amazon account the amount charged is 1099 we noticed some suspicious activity on your account so we have put in hold to the transaction please press one now and to report press two ,343,scam,hi amazon customer service seen recent order number amz 0987 iphone 11 pro account built card attached amazon account amount charged 1099 noticed suspicious activity account put hold transaction please press one report press two
35,https://www.youtube.com/watch?v=le71yVPh4uk&t=21s&ab_channel=JimBrowning,Thank you for calling support my name is  can i help you today i've got an important security message i'm making it says my computer's being shut down what were you doing on the computer when you have these messages can you lower down the volume of your computer,262,scam,thank calling support name help today ive got important security message im making say computer shut computer message lower volume computer
36,https://www.youtube.com/watch?v=le71yVPh4uk&t=21s&ab_channel=JimBrowning,thanks for your call speaking with can we help you hi i was just trying to watch movies in my computer and it's telling me it's locked and i have to call security okay and what were you trying to do on this computer i'm watching movies is this your personal computer or it's a family computer its a work computer it's a work computer okay so do you have any IT guy sorry do you have any IT guy in your work in your office no my home no i brought my work laptop home,465,scam,thanks call speaking help hi trying watch movie computer telling locked call security okay trying computer im watching movie personal computer family computer work computer work computer okay guy sorry guy work office home brought work laptop home
37,https://www.youtube.com/watch?v=uV-qa9M-o4E&ab_channel=JimBrowning,Dear user your i.p. address has been blocked due to suspicious activities on your network. Your personal information may get stolen. So please do not login to your email and banking. To report this issue please contact Windows support at or press 1 to speak to our agent,270,scam,dear user ip address blocked due suspicious activity network personal information may get stolen please login email banking report issue please contact window support press 1 speak agent
38,https://www.youtube.com/watch?v=uV-qa9M-o4E&ab_channel=JimBrowning,Thank you for calling Amazon this is. Can I help you? Yeah I was just getting an email saying I ordered a TV but I did not alright sir just give me a moment let me check. And when did you receive this email? Today at may I have the email address? Let's see my email address is. I'm going to send you a one-time verification code ok? On your email just to verify I'm talking to the right person.,394,scam,thank calling amazon help yeah getting email saying ordered tv alright sir give moment let check receive email today may email address let see email address im going send onetime verification code ok email verify im talking right person
39,Unlisted,this is an emergency call from visa secure there is an online transaction of 600 pounds from your account if you did not make the payment please press one immediately to talk to our representative thank you for connecting bt broadband my name is how can i help you yeah i just got a message there about a payment from visa sir no need to worry sir it's an alert message the manchester people are trying to take the money with the help of internet line so especially we got permissions to keep some security IDs,510,scam,emergency call visa secure online transaction 600 pound account make payment please press one immediately talk representative thank connecting bt broadband name help yeah got message payment visa sir need worry sir alert message manchester people trying take money help internet line especially got permission keep security id
40,Unlisted,this is bt technical department we are hereby to inform you that your internet line will be terminated from today onwards to fix up the problem please press one to connect with bt if you wish to disconnect your internet press 2. Yes hello hello hey am I speaking to yes speaking yeah hi sir this is I'm calling you from the network terminal departmenti'm just worried about transactions yeah yeah don't worry we are here to help you out,436,scam,bt technical department hereby inform internet line terminated today onwards fix problem please press one connect bt wish disconnect internet press 2 yes hello hello hey speaking yes speaking yeah hi sir im calling network terminal departmentim worried transaction yeah yeah dont worry help
41,Unlisted,we won't be able to provide any further technical services to your computer we kindly request you to reach us at so that we can process the refund for the services that you have paid thank you,192,scam,wont able provide technical service computer kindly request reach u process refund service paid thank
42,Unlisted,thank you for calling the support center how may i help you yes i seem to have a problem on my laptop because there's like a an error screen which i can't get rid of and it says to call this number something but uh okay windows warning alert,241,scam,thank calling support center may help yes seem problem laptop there like error screen cant get rid say call number something uh okay window warning alert
43,Unlisted,hi this is a call about the refund money that you have paid to our company for your computer services and protection now we are refunding it back as we will no longer be able to provide you any more services to your computer so please press one to connect to our refund executive,279,scam,hi call refund money paid company computer service protection refunding back longer able provide service computer please press one connect refund executive
44,Unlisted,"Thank you for calling support this is Mac, how may I help you? yes my computer's beeping it says someone signed on to my computer and it's it's a suspicious activity and i could get an infection from it. I am really sorry to hear that ma'am. Can I ask you what exactly you was doing when you got that kind of a message or an alert ma'am? All I did was put in American Heart Association all I did was put in typed in americanheartassociation.org to print my I'm a nurse and I took a CPR class",491,scam,thank calling support mac may help yes computer beeping say someone signed computer suspicious activity could get infection really sorry hear maam ask exactly got kind message alert maam put american heart association put typed americanheartassociationorg print im nurse took cpr class
45,Unlisted, network firewall detected security error due to suspicious activity found on your network to fix this issue please give us a call on,133,scam,network firewall detected security error due suspicious activity found network fix issue please give u call
46,Unlisted,Thank you for calling support you're speaking with how can I help you? Ah well I got one of these big blue things that came up on my screen said that somebody had used something to access my computer and that it was a critical alert and it says let's see your computer has alerted us that is has been infected with a pornographic spyware and virus oh and since how long have you been getting all these things on your computer miss? It started yesterday and I just went to bed and left it,487,scam,thank calling support youre speaking help ah well got one big blue thing came screen said somebody used something access computer critical alert say let see computer alerted u infected pornographic spyware virus oh since long getting thing computer miss started yesterday went bed left
47,Unlisted,yes hello yeah hello am I talking to now? Yes. Yeah hi this is from Hotmail support department I'm your email service provider so how are you doing today? Uh Hotmail okay what's the call about? Um let me confirm your email address at hotmail.com is that correct? Uh yeah that's right and so yeah within 48 hours ago did you trying to change your hotmail acount password more than 50 times? uh no I haven't,405,scam,yes hello yeah hello talking yes yeah hi hotmail support department im email service provider today uh hotmail okay whats call um let confirm email address hotmailcom correct uh yeah thats right yeah within 48 hour ago trying change hotmail acount password 50 time uh havent
48,https://www.youtube.com/watch?v=gFyDJQaDaSo&ab_channel=JimBrowning,Welcome to technical support. Avanquest technical support my name's how can I help you? hi my name is um i've downloaded one safe pc cleaner and it's identified a lot of files that i need to remove but i i can't i can't remove them without um i don't want like a license number or something? Yes and sir that's the reason why you need purchase the license for the onesafe PC cleaner to use all the features. In such a case in order to get the detail about this license could you please tell me if you have the order ID for purchase? No I I've just downloaded it I haven't ordered it. You just downloaded it?,607,scam,welcome technical support avanquest technical support name help hi name um ive downloaded one safe pc cleaner identified lot file need remove cant cant remove without um dont want like license number something yes sir thats reason need purchase license onesafe pc cleaner use feature case order get detail license could please tell order id purchase ive downloaded havent ordered downloaded
49,https://www.youtube.com/watch?v=0hi4HFPsURE&ab_channel=JimBrowning,Thank you for calling my phone support my name is how may I help you? Yes my name is I'd like you to help me get my birthday corrected on my microsoft account I put in an error I put in the current date when I got the computer five years ago and I keep getting these things that say I need a family um family support in order to get into certain apps. So you need to change your birthday date on which sir like on your email and on my Microsoft account. So for that you need to call Microsoft we are my phone support. Oh this says this is the Microsoft support number here it says on the online internet.,604,scam,thank calling phone support name may help yes name id like help get birthday corrected microsoft account put error put current date got computer five year ago keep getting thing say need family um family support order get certain apps need change birthday date sir like email microsoft account need call microsoft phone support oh say microsoft support number say online internet
50,https://www.youtube.com/watch?v=0hi4HFPsURE&ab_channel=JimBrowning,Thank you for calling my phone support this is how can I help you? i want to have you help me change my birth date on my microsoft account can you do that right? sir i will definitely help you out with that before i go ahead any further may i have your first and last name? All right thank you and your email address please? Okay thank you and in case the line got disconnected with the right number ,400,scam,thank calling phone support help want help change birth date microsoft account right sir definitely help go ahead may first last name right thank email address please okay thank case line got disconnected right number
51,https://www.youtube.com/watch?v=1Qv1magyyZU&ab_channel=JimBrowning,Yeah hi can I speak to? Yeah hi like he was trying to like reach you from the last couple of days but didn't got a hold of you the reason why he was trying to reach you for the last couple of days but didn't get a hold of you the reason why I was trying to phone you sir was  because since the last two days we are receiving notification from your email somebody trying to access your email from China from China do you know anybody there,438,scam,yeah hi speak yeah hi like trying like reach last couple day didnt got hold reason trying reach last couple day didnt get hold reason trying phone sir since last two day receiving notification email somebody trying access email china china know anybody
52,https://www.youtube.com/watch?v=jwJFw3FCBmA&ab_channel=CJSCAMS,all right madam now you have been successfully connected to the amazon support right now this team environment we are just working on it all right now just hold on i'm going to transfer this call to my financial department who is going to have a talk with you all right madam okay okay so right now madam like the hackers have charged you this amount of money today's morning okay might be not showing up in your account because it takes some time to come up on your online banking okay so let me provide you the cancellation form so we can cancel the stuff and refund you your money back into your account okay all right the hackers have charged you from your debit card okay and they have used your information in the western union do you know anything about,760,scam,right madam successfully connected amazon support right team environment working right hold im going transfer call financial department going talk right madam okay okay right madam like hacker charged amount money today morning okay might showing account take time come online banking okay let provide cancellation form cancel stuff refund money back account okay right hacker charged debit card okay used information western union know anything
53,https://www.youtube.com/watch?v=Ad2t7lbHOE8&ab_channel=CJSCAMS,I apprecaite your patience your call has been transferred to customer service specialist with TD bank weill I wanted to tell you this there is a pre-approved transaction coming onto your name there you have ordered an Apple Mac book pro and Apple air pod from Amazon is it correct? No I haven't placed any orders with Amazon in a long time. Well I'm afraid if it's not you which means it's got to be somebody else,413,scam,apprecaite patience call transferred customer service specialist td bank weill wanted tell preapproved transaction coming onto name ordered apple mac book pro apple air pod amazon correct havent placed order amazon long time well im afraid mean got somebody else
54,https://www.youtube.com/watch?v=noLa_IN04SI&ab_channel=CJSCAMS,"Yeah thanks for calling Amazon refund department this is how are you doing today? Hi I had a voicemail saying I was going to get charged for something, can you help me with that? Alright so as I can see there is some fraud activities are going into your Amazon account so can you tell me like are you in front of your computer or laptop right now? Uh yes sir I'm at my computer. Alright ma'am so just use that computer I will assist you over the phone how we are going to cancel the order.",489,scam,yeah thanks calling amazon refund department today hi voicemail saying going get charged something help alright see fraud activity going amazon account tell like front computer laptop right uh yes sir im computer alright maam use computer assist phone going cancel order
55,https://www.youtube.com/watch?v=aEPXqNOtsYA&ab_channel=CJSCAMS,Thank you for calling Apple my name is how can I help you? uh yes i um had some kind of message that i was getting charged but i don't even use apple what kind of message you have in your phone could you please try to explain us i am using my roommate phone now so I can't read it to you right now I'm sorry my phones. Ma'am if you cannot read it me then how can I help you with that? well don't you work for apple ma'am i am from apple but without having any confirmation from your end how can i check ,503,scam,thank calling apple name help uh yes um kind message getting charged dont even use apple kind message phone could please try explain u using roommate phone cant read right im sorry phone maam cannot read help well dont work apple maam apple without confirmation end check
56,https://www.youtube.com/watch?v=OG1TTyCNF_U&ab_channel=CJSCAMS,Thank you for calling Amazon my name is how may I help you? Hello how are you? I'm good thanks ma'am thanks for asking me how are you doing today ma'am? I'm doing fine thanks. Alright so how come how can I help you ma'am? Um i got a message about a charge all right ma'am i just give a check in our database and i found that there is a purchase of an iphone 11 pro max which is cost of 649 dollars from beeching Ohio so do you know anyone from beeching Ohio ma'am? oh no i don't all right ma'am so if you haven't made this purchase so now what i am gonna do i will just simply help you to secure your account you need to,620,scam,thank calling amazon name may help hello im good thanks maam thanks asking today maam im fine thanks alright come help maam um got message charge right maam give check database found purchase iphone 11 pro max cost 649 dollar beeching ohio know anyone beeching ohio maam oh dont right maam havent made purchase gonna simply help secure account need
57,https://www.youtube.com/watch?v=PENEBtRYP70&ab_channel=CJSCAMS,Thanks for calling Geek Squad this is how may I help you? hello um i got some kind of message a few days ago about a charge from geek squad or best buy or something like that can you help me a few days ago yeah or today i don't know i guess i was earlier today i've been drunk for like three days so i don't really know what what day it is what you need to do you just need to be in front of your computer so that i can connect you with the cancellation department so are you in front of your computer right now,511,scam,thanks calling geek squad may help hello um got kind message day ago charge geek squad best buy something like help day ago yeah today dont know guess earlier today ive drunk like three day dont really know day need need front computer connect cancellation department front computer right
58,https://www.youtube.com/watch?v=d9qXweoDr5k&ab_channel=CJSCAMS,Thank you for calling Amazon this is how may I help you? hello um i was talking to or or something. Yeah ma'am there is a purchase for iphone on your amazon account okay so have you made this purchase or not because this is just a very efficient call so have you made this purchase or not? Uh no can I please speak to because he locked my computer. Sorry ma'am? can I please talk to him because he locked my computer,416,scam,thank calling amazon may help hello um talking something yeah maam purchase iphone amazon account okay made purchase efficient call made purchase uh please speak locked computer sorry maam please talk locked computer
