ID,Source,Content,Char_Len,label
55,https://www.youtube.com/watch?v=aEPXqNOtsYA&ab_channel=CJSCAMS,Thank you for calling Apple my name is how can I help you? uh yes i um had some kind of message that i was getting charged but i don't even use apple what kind of message you have in your phone could you please try to explain us i am using my roommate phone now so I can't read it to you right now I'm sorry my phones. Ma'am if you cannot read it me then how can I help you with that? well don't you work for apple ma'am i am from apple but without having any confirmation from your end how can i check ,503,scam
56,https://www.youtube.com/watch?v=OG1TTyCNF_U&ab_channel=CJSCAMS,Thank you for calling Amazon my name is how may I help you? Hello how are you? I'm good thanks ma'am thanks for asking me how are you doing today ma'am? I'm doing fine thanks. Alright so how come how can I help you ma'am? Um i got a message about a charge all right ma'am i just give a check in our database and i found that there is a purchase of an iphone 11 pro max which is cost of 649 dollars from beeching Ohio so do you know anyone from beeching Ohio ma'am? oh no i don't all right ma'am so if you haven't made this purchase so now what i am gonna do i will just simply help you to secure your account you need to,620,scam
57,https://www.youtube.com/watch?v=PENEBtRYP70&ab_channel=CJSCAMS,Thanks for calling Geek Squad this is how may I help you? hello um i got some kind of message a few days ago about a charge from geek squad or best buy or something like that can you help me a few days ago yeah or today i don't know i guess i was earlier today i've been drunk for like three days so i don't really know what what day it is what you need to do you just need to be in front of your computer so that i can connect you with the cancellation department so are you in front of your computer right now,511,scam
58,https://www.youtube.com/watch?v=d9qXweoDr5k&ab_channel=CJSCAMS,Thank you for calling Amazon this is how may I help you? hello um i was talking to or or something. Yeah ma'am there is a purchase for iphone on your amazon account okay so have you made this purchase or not because this is just a very efficient call so have you made this purchase or not? Uh no can I please speak to because he locked my computer. Sorry ma'am? can I please talk to him because he locked my computer,416,scam
59,https://www.youtube.com/watch?v=mEr_TTR55b4&ab_channel=CJSCAMS,hello i'm calling you from billion medicine pharmacy how are you good can i uh place an order yes ma'am like what medication you take ma'am um i need the morning after pill sorry the morning after pill okay what is the name uh i think that's the name the morning after pill or the i pill you need i pill the morning after pill because i had sex last night i had sex last night okay and i don't want to have pregnant i don't want to get uh how many can i get yeah how much you want,480,scam
60,https://www.youtube.com/watch?v=CO2HWS8ANeg&ab_channel=CJSCAMS,Hello hi thank you for calling technical support this is how can I help you? hey um i was on with this guy um because i had a pop-up and he had me a download ultra viewer and then he just like shut his phone off and he didn't help me well do you have the ultra viewer id and the password on your screen yes sir i do can you are you able to help me well all right just give me one minute okay okay i just want to make sure i'll be connected just give me one minute right just give me one minute and you said you have a pop-up on your computer i did but i shut my computer off and restarted it and it's gone but i'm scared that i have a virus or something and i'd like somebody to check,684,scam
61,https://www.youtube.com/watch?v=cDB8uVJd3Q0&ab_channel=CJSCAMS,Thank you for calling how can I help you? uh yes this is paypal right yes ma'am i got a message uh that i was being charged for something but i haven't used paypal oh yes ma'am can you hear me yeah i can hear you yeah like we have seen some kind of suspicious activity on your computer i.p. address so that means like someone has tried to compromise that information so that's why you have been charged for that so like do you want to cancel the order uh yeah i definitely want to cancel it like sometime like when you use your phone your computer and like unfortunately you have to click that bogus link and you have to share your information,643,scam
62,https://www.youtube.com/watch?v=aO4qMAIkRPk&ab_channel=CJSCAMS,hello paypal yeah thank you for calling people how can i help you um i got a um i got a invoice or something that i owed 375 but i haven't bought nothing okay ma'am as i can understand that you didn't purchase anything like bitcoin or anything like cryptocurrency right no did you did you authorize to anybody no then i will help you out of this problem just confirm your memo ID you'll help me yeah i am i will explain each and everything so what happened to exactly right now just hold on ma'am first thing can you please confirm me like one one thing have you ever shared any personal details to anyone like your any family member or any family friend,654,scam
63,https://www.youtube.com/watch?v=S_hSKTgf33I&ab_channel=CJSCAMS,hi this is calling you from McAfee i am the senior supervisor how are you doing today oh i'm fine mr thank you all right so i believe uh madam you just had a vote with one of our representatives regarding to your 395.95 refund right all right so could you please just explain me madam what exactly happened like uh can you see me once again what happened oh um i just got an email that um that i was being renewed for 395.95 so i believe that um the subscription which has been ordered i believe that was an unauthorized charge right you didn't authorize that correct right i don't remember if i had it on my own computer or not i probably did um but i just want to cancel it now madam in this case what i would be going to do i would be requesting our auto robotic team so that they can simply open up the refund form so that you can,834,scam
64,https://www.youtube.com/watch?v=ctcQd_juP-Y&ab_channel=CJSCAMS,thank you for calling amazon how can i help you yeah hi um i just received an email from you guys on an order that's actually was supposed to go to a different gentleman so can you please go to your email again i sent you a six-digit code again my system got some problems so i'm just calling you from my colleague extension so go to your email and once again confirming the six digit code the code is all right and now go to the text message section of the cell phone and you'll see that link again okay you need to head on approve okay hold on all right sir so i'm having some issue i'm technical some technical issue with my system so what i'm going to i'm going to transfer your call to the senior supervisor on the floor he'll help you in much better way all right his name is,781,scam
65,https://www.youtube.com/watch?v=ctcQd_juP-Y&ab_channel=CJSCAMS,so sir my name is and i'm from the cyber security department right now how are you doing today good so right now so what exactly is happening there are these hackers they're having their a bunch of devices being connected with your amazon account and with your personal informations right now and also we got to know the root cause of this problem the root cause of this problem is your ip address do you know what ip address stands for or what exactly it is no the ip address is something which is connected with your wi-fi which is attached with your wi-fi and the full form the of ip address would be internet protocol address all right okay how do i fix that well right now how we can fix that we,700,scam
66,https://www.youtube.com/watch?v=jbHt1-MLVFI&ab_channel=CJSCAMS,hey this call is regarding your amazon account there is a charge for 287.92 in your amazon account for some products if you made this order then simply hang up the call or please press one immediately to connect our representative thank you,240,scam
67,https://www.youtube.com/watch?v=HUIFVGfNuno&ab_channel=CJSCAMS,"thank you for calling support you are talking to how may I help you where are you from Ma'am I'm from Microsoft my name is okay but what country are you from Microsoft Microsoft Windows support ma'am country there's no there's no country by the name of Microsoft Seattle Washington we have a headquarters here in Seattle Washington ma'am but what country are you from you're not English no no English ma'am, I 'm born here in Washington I'm born here in Seattle Washington ",473,scam
68,https://www.youtube.com/watch?v=HUIFVGfNuno&ab_channel=CJSCAMS,thank you for calling support you are talking to saw may I help you yes my computer has been locked down I need help I'll help you out ma'am for sure sorry for that inconvenience let me explain you let me explain you something here very quick ma'am hackers somehow they get in your computer and they have installed so many harmful viruses over there with the help of that they are trying to get in your IP addresses everything has been compromised and that is the only reason ma'am you are not allowed to make any calls because you're lying to your networks everything has been compromised or hacked okay so can you tell me that which bank are you dealing with ma'am what's the name of your bank so I can mention it in your file,728,scam
69,https://www.youtube.com/watch?v=HUIFVGfNuno&ab_channel=CJSCAMS,I'm the senior technician here in Microsoft Windows support ma'am I don't do anything over the phone ma'am if you don't do it anything over the phone why did you call on this number then why did you call on this number because it's telling me to call on the number so I wanted to see what it says ma'am this is a Microsoft Windows support I will go ahead and work on it yeah okay okay well I'll call you back I'll do some research and call you back thank you ma'am you will gonna face the consequences then I'm telling you I will go ahead and work on it yeah okay and call you back,581,scam
70,https://www.youtube.com/watch?v=AUMYpTFxWlU&ab_channel=CJSCAMS,thanks for calling support my name is how can I help uh yeah this rude guy just hung up on me I got an email about a purchase I didn't make I tried to just call on this rude guy hung up on me it's all right Miss I'm online you can share with me thank you um so I got a email that says that I have a pre-authorization on my card for an oil pump for 954.45 and I definitely did not order that I understand miss don't be worried we're gonna try to cancel that charge you got it okay can you please let me know when you get this charge I got the email last night,558,scam
71,https://www.youtube.com/watch?v=5qZVmaerV0M&ab_channel=CJSCAMS,Thank you for calling support you are talking to how may I help you thank you I receive a note your computer has alerted us it has been infected by a trojan spywear the following data has been compromised sir I will tell you what you have to do I'll go ahead and get that checked for you hmm I said may I know the make and model of your computer what I have to do now in this moment sir I am asking what's the make and model of your computer,441,scam
72,https://www.youtube.com/watch?v=tbtpbuFvJvs&ab_channel=CJSCAMS,Thank you for calling Amazon my name is how can I help you Hi I had called earlier and you were gonna call me back I'm not sure if you had yet my name is I called you earlier I was driving and I was gonna call you back so I was just calling back to get my um make sure I didn't get charged the 8.99 when did you receive the notification about these charges uh it was sometime overnight overnight yeah and could you please tell me the details that you have received in the overnight um just that I was being charged 8.99.99 for a laptop and I didn't buy that laptop,564,scam
73,https://www.youtube.com/watch?v=Wt_P-XFC8rs&ab_channel=CJSCAMS,um I was just alerted that I have a Trojan spyware on my computer I understand ma'am I will go ahead and get that check for you may I know what exactly you were trying to do at that moment when you go this a lot I was ordering off of eBay okay you were ordering uh something from eBay and your screen locked up uh may I know the making model of your computer what kind of computer you have this ,395,scam
74,https://www.youtube.com/watch?v=R-nhuPKXRHA&ab_channel=ModderPaulScambaits,thank you for Account Support how can I help you today um hello um I have a message on my screen that says my computer is blocked for security reasons okay ma'am I understand and could you please tell me exactly what do you see on your screen Mom ma'am can read it to me each and everything,290,scam
75,https://www.youtube.com/watch?v=9cjmbA7kt0g&ab_channel=ModderPaulScambaits,Thank you for calling customer support you are talking to how can I help you um hi um I have a message on my screen that says my computer is blocked for security reasons okay and is this happening for the first time on your computer or has it happened prior to this once I've never seen anything like it okay and what were you trying to do on the computer when you got this message links that I I came across one was on Facebook and what I clicked on I got this warning I'm not sure what I clicked on to get it,510,scam
76,https://www.youtube.com/watch?v=Jf9WxySHPMI&ab_channel=ModderPaulScambaits,thank you for reaching tech support this is how may I help you today hi um I have a message on my screen that says my access to the computer's blockfor security reasons it's all right you don't need to worry about that ma'am well it says my Facebook login and my banking has been data is at risk so I am worried it seems like there is a bridge on your network which means it's an attempt of hacking with a second place when you click on an unknown website all right they can just it wasn't unknown it was on Facebook it was on,526,scam
77,https://www.youtube.com/watch?v=V7Znue9XSCQ&ab_channel=ModderPaulScambaits,thank you for calling online support you're speaking to how may I help you today um hi um I have a strange message on my screen that says that my computer is blocked for security reasons all right Miss if you don't mind can you read that complete message for me so that I can easily understand that uh yes okay I'm over at the computer it literally says Windows Defender security warning access to this computer is blocked for security reasons and for the safety if computer has been reported to be infected with Trojan spyware the following data is at risk email credentials banking passwords Facebook and then on top of that there's a smaller window that says threat detected Trojan spyware okay well I'm really sorry for the,727,scam
78,https://www.youtube.com/watch?v=L98eH74uDfA&ab_channel=ModderPaulScambaits,thank you for calling technical support here speaking with how can I help you today hi I have a message on my screen that says my computer's been blocked for security reasons and for safety no problem ma'am I will surely help you okay let me go ahead and guide you some of the troubleshooting steps which you have to follow so I can go ahead and connect your network to our server so I could diagnose the problem and I will let you know why you are getting such kind of alert on the computer look at on the computer keyboard on the left hand side bottom corner of your keyboard do you see there is a control key you want the serial on the left hand side do you want the serial number or,686,scam
